Player1,Player2,Round,Result,FNL1,FNL2,FSP.1,FSW.1,SSP.1,SSW.1,ACE.1,DBF.1,WNR.1,UFE.1,BPC.1,BPW.1,NPA.1,NPW.1,TPW.1,ST1.1,ST2.1,ST3.1,ST4.1,ST5.1,FSP.2,FSW.2,SSP.2,SSW.2,ACE.2,DBF.2,WNR.2,UFE.2,BPC.2,BPW.2,NPA.2,NPW.2,TPW.2,ST1.2,ST2.2,ST3.2,ST4.2,ST5.2
Lukasz Kubot,Maxime Teixeira,1,1,2,1,64,30,36,12,4,5,25,45,6,16,16,36,90,6,5,3,0,0,64,37,36,12,4,5,26,42,5,8,11,18,85,4,7,1,0,0
Benoit Paire,Marcos Baghdatis,1,1,2,1,46,40,54,29,6,2,39,46,2,3,21,28,101,3,7,4,0,0,53,34,47,25,2,7,17,24,2,14,13,25,104,6,6,3,0,0
Andreas Beck,Fabio Fognini,1,0,0,3,55,37,45,25,4,4,34,39,1,13,15,23,106,3,5,3,0,0,64,50,36,27,10,5,39,22,5,13,9,11,125,6,7,6,0,0
Pere Riba,Lukas Rosol,1,0,0,3,60,38,40,14,3,0,12,16,1,5,0,6,82,3,4,4,0,0,62,41,38,23,7,4,62,50,4,7,9,12,97,6,6,6,0,0
Martin Klizan,Michael Russell,1,1,2,1,49,29,51,22,7,4,32,37,6,11,13,19,92,3,6,6,0,0,69,35,31,9,3,4,22,32,3,12,10,19,81,6,3,1,0,0
Rafael Nadal,Daniel Brands,1,1,3,1,84,74,16,12,2,4,40,26,3,8,19,25,140,4,7,6,6,0,74,66,26,22,10,1,51,53,1,4,25,40,115,6,6,4,3,0
Mikhail Youzhny,Pablo Andujar,1,1,3,1,65,70,35,20,11,5,71,52,6,20,26,37,153,4,6,6,6,0,56,49,44,27,2,4,28,39,3,12,11,24,127,6,4,2,3,0
Carlos Berlocq,John Isner,1,0,0,3,73,45,27,10,3,3,27,11,1,5,11,18,83,3,4,4,0,0,63,45,37,16,14,1,52,29,4,9,16,27,97,6,6,6,0,0
Andrey Kuznetsov,Ryan Harrison,1,0,0,3,71,48,29,11,4,4,35,31,2,10,17,25,94,3,4,6,0,0,56,46,44,26,6,2,29,20,4,8,12,18,111,6,6,7,0,0
Jack Sock,Guillermo Garcia-Lopez,1,1,3,0,56,32,44,23,4,2,26,26,7,13,6,9,97,6,6,7,0,0,63,30,37,11,0,10,13,38,2,7,9,14,66,2,2,5,0,0
Tommy Haas,Guillaume Rufin,1,1,3,0,65,48,35,13,6,4,27,41,5,9,12,15,101,7,6,6,0,0,61,32,39,21,2,2,16,33,1,4,14,23,78,6,1,3,0,0
Jiri Vesely,Philipp Kohlschreiber,1,0,1,3,61,59,39,25,8,6,35,44,3,5,21,35,120,6,6,5,2,0,62,61,38,21,7,2,50,41,3,13,16,22,132,7,1,7,6,0
Simone Bolelli,Yen-Hsun Lu,1,0,0,3,63,33,37,12,4,0,18,27,1,1,5,8,57,4,4,1,0,0,77,32,23,9,4,0,20,12,4,11,4,6,78,6,6,2,0,0
Bernard Tomic,Victor Hanescu,1,0,0,3,63,38,37,17,6,3,36,34,1,11,14,15,91,5,6,1,0,0,71,51,29,19,5,3,27,22,3,5,14,25,103,7,7,2,0,0
Alex Kuznetsov,Lucas Pouille,1,0,0,3,63,33,37,13,5,3,34,49,1,6,19,26,84,1,6,2,0,0,48,36,52,33,8,3,38,37,5,11,10,14,109,6,7,6,0,0
Ivan Dodig,Guido Pella,1,0,2,3,56,80,44,37,21,8,70,72,6,14,35,48,172,6,4,3,6,1,61,71,39,35,4,7,52,49,6,15,21,31,179,4,6,6,2,1
Novak Djokovic,David Goffin,1,1,3,0,69,53,31,20,5,0,26,31,3,11,13,21,114,7,6,7,0,0,61,46,39,25,7,2,32,38,1,2,15,26,99,6,4,5,0,0
Somdev Devvarman,Roger Federer,2,0,0,3,61,19,39,16,2,0,12,14,0,3,3,14,52,2,1,1,0,0,62,30,38,18,3,0,54,33,7,14,19,30,88,6,6,6,0,0
Julien Benneteau,Tobias Kamke,2,1,3,2,72,83,28,23,5,8,63,76,5,10,32,47,174,7,7,5,0,6,65,75,35,37,5,4,55,38,7,16,22,34,183,6,5,7,6,4
Jan Hajek,Sam Querrey,2,0,0,3,66,36,34,16,3,1,31,25,4,8,7,18,88,4,5,4,0,0,62,45,38,14,8,6,39,28,7,12,9,15,107,6,7,6,0,0
Gilles Simon,Pablo Cuevas,2,1,3,1,57,41,43,26,4,1,54,41,10,17,16,22,126,6,6,6,6,0,56,37,44,19,2,4,23,39,2,5,8,14,89,7,1,1,1,0
Nick Kyrgios,Marin Cilic,2,0,0,3,64,33,36,10,3,4,14,23,0,3,2,6,57,4,2,2,0,0,51,32,49,23,8,3,32,15,5,7,5,5,92,6,6,6,0,0
Jo-Wilfried Tsonga,Jarkko Nieminen,2,1,3,0,65,44,35,19,8,1,35,36,4,7,18,22,106,7,6,6,0,0,61,41,39,25,1,2,24,35,1,1,21,29,83,6,4,3,0,0
Albert Montanes,David Ferrer,2,0,0,3,67,28,33,9,3,1,28,36,2,3,10,17,63,2,1,3,0,0,60,31,40,15,3,2,29,21,8,15,8,13,96,6,6,6,0,0
Feliciano Lopez,Joao Sousa,2,1,3,1,64,56,36,23,17,0,42,36,3,12,17,22,126,3,6,6,6,0,66,58,34,24,10,3,31,41,1,3,11,18,112,6,3,4,4,0
Evgeny Donskoy,Kevin Anderson,2,0,1,3,67,62,33,21,3,2,44,36,0,5,9,13,120,7,1,5,2,0,68,69,32,26,14,3,58,37,5,11,14,19,148,6,6,7,6,0
Milos Raonic,Michael Llodra,2,1,3,1,63,62,37,25,24,5,75,42,4,12,33,46,144,7,3,7,6,0,61,59,39,32,14,4,44,26,2,7,28,56,127,5,6,6,2,0
Edouard Roger-Vasselin,Nicolas Almagro,2,0,0,3,57,30,43,16,4,1,23,34,1,11,11,17,81,2,4,3,0,0,46,36,54,30,9,6,41,45,5,12,11,14,95,6,6,6,0,0
Andreas Seppi,Blaz Kavcic,2,1,3,2,57,67,43,41,14,2,63,40,6,18,24,39,176,6,7,6,4,6,63,64,37,37,7,5,46,40,3,9,19,32,157,0,6,7,6,3
Igor Sijsling,Tommy Robredo,2,0,2,3,52,51,48,30,9,4,64,53,3,6,37,50,132,7,6,3,1,1,62,67,38,28,12,4,52,29,8,14,8,16,157,6,4,6,6,6
Denis Istomin,Nikolay Davydenko,2,0,0,3,68,41,32,19,3,0,19,41,1,1,13,22,80,4,5,2,0,0,65,41,35,18,2,1,22,28,5,14,15,21,102,6,7,6,0,0
Robin Haase,Jerzy Janowicz,2,0,1,3,68,51,32,21,1,0,23,28,3,10,17,34,115,4,6,4,3,0,60,48,40,28,5,7,59,47,6,14,25,44,124,6,4,6,6,0
Stanislas Wawrinka,Horacio Zeballos,2,1,3,0,66,52,34,18,19,6,50,33,3,6,13,25,111,6,7,6,0,0,62,46,38,16,4,3,25,26,0,8,17,24,90,2,6,4,0,0
Grega Zemlja,Kei Nishikori,2,0,1,3,48,39,52,24,5,5,24,47,6,10,8,13,110,1,7,1,4,0,63,45,37,19,4,5,43,56,11,23,16,19,135,6,5,6,6,0
Benoit Paire,Lukasz Kubot,2,1,3,0,57,34,43,20,9,3,54,35,7,16,15,22,102,7,6,6,0,0,75,46,25,8,1,2,23,26,4,6,9,24,82,6,2,4,0,0
Lukas Rosol,Fabio Fognini,2,0,1,3,57,51,43,21,8,3,37,51,2,6,17,33,105,2,6,6,1,0,74,60,26,17,7,4,34,36,4,11,5,11,131,6,7,2,6,0
Rafael Nadal,Martin Klizan,2,1,3,1,74,55,26,10,5,2,27,29,7,10,14,20,113,4,6,6,6,0,56,30,44,25,6,5,32,57,4,7,15,28,90,6,3,3,3,0
Fernando Verdasco,Janko Tipsarevic,2,0,2,3,58,77,42,40,10,9,74,89,4,14,29,39,187,6,1,6,7,6,64,82,36,38,9,1,49,52,5,20,21,32,194,7,6,3,5,8
Tommy Haas,Jack Sock,2,1,3,0,74,62,26,15,11,3,34,30,4,16,10,15,116,7,6,7,0,0,54,39,46,22,4,6,25,34,1,7,18,26,96,6,2,5,0,0
Dmitry Tursunov,Victor Hanescu,2,0,0,2,59,31,41,9,6,4,25,15,2,2,6,9,62,4,6,0,0,0,67,33,33,9,6,0,24,10,3,5,5,6,66,6,6,0,0,0
Lucas Pouille,Grigor Dimitrov,2,0,0,3,60,31,40,14,1,3,15,39,1,6,13,23,71,1,6,1,0,0,49,37,51,29,5,3,37,33,5,10,17,19,103,6,7,6,0,0
Novak Djokovic,Guido Pella,2,1,3,0,72,38,28,10,1,2,29,26,7,16,17,23,93,6,6,6,0,0,57,26,43,12,1,4,10,34,0,1,3,7,58,2,0,2,0,0
Julien Benneteau,Roger Federer,3,0,0,3,82,41,18,8,2,1,15,31,1,3,9,15,64,3,4,5,0,0,65,42,35,22,7,0,38,21,4,4,8,11,98,6,6,7,0,0
Gilles Simon,Sam Querrey,3,1,3,2,60,52,40,32,3,2,36,29,6,10,11,22,133,2,6,2,7,6,58,60,42,21,9,7,61,50,7,14,21,33,134,6,3,6,6,2
Viktor Troicki,Marin Cilic,3,1,3,0,65,61,35,20,7,4,32,36,4,10,13,21,128,7,6,7,0,0,59,43,41,27,6,4,34,56,2,9,20,29,115,6,4,5,0,0
Jo-Wilfried Tsonga,Jeremy Chardy,3,1,3,0,67,40,33,17,6,0,25,24,5,10,13,15,86,6,6,7,0,0,65,35,35,10,3,3,17,34,0,2,15,21,60,1,2,5,0,0
Andreas Seppi,Nicolas Almagro,3,0,0,3,51,34,49,18,6,2,32,37,1,5,5,8,74,6,0,4,0,0,69,50,31,12,19,2,43,20,5,13,12,14,107,7,6,6,0,0
Gael Monfils,Tommy Robredo,3,0,2,3,68,73,32,27,2,1,61,68,4,12,28,36,154,6,7,2,6,2,70,74,30,30,4,2,50,52,6,17,28,40,170,2,6,6,7,6
Nikolay Davydenko,Richard Gasquet,3,0,0,3,76,46,24,9,3,0,36,38,2,3,11,18,83,4,4,3,0,0,68,40,32,19,5,3,27,18,5,10,17,31,101,6,6,6,0,0
Stanislas Wawrinka,Jerzy Janowicz,3,1,3,1,58,54,42,31,9,2,48,29,5,14,24,32,136,6,6,6,6,0,61,58,39,23,6,10,37,46,1,5,19,31,116,3,7,3,3,0
Benoit Paire,Kei Nishikori,3,0,1,3,43,40,57,36,6,9,36,64,4,9,10,20,119,3,7,4,1,0,63,53,37,23,1,5,27,34,8,19,14,27,137,6,6,6,6,0
Rafael Nadal,Fabio Fognini,3,1,3,0,78,52,22,14,5,1,24,40,5,18,15,20,122,7,6,6,0,0,67,47,33,26,3,2,47,59,3,11,17,31,111,6,4,4,0,0
Mikhail Youzhny,Janko Tipsarevic,3,1,3,0,64,40,36,21,3,3,42,29,4,8,16,24,96,6,6,6,0,0,49,28,51,25,5,5,22,22,0,3,10,20,77,4,4,3,0,0
Tommy Haas,John Isner,3,0,2,3,63,99,37,52,15,9,85,43,3,23,14,23,224,7,7,4,6,1,78,132,22,24,27,0,92,58,2,13,52,80,213,5,6,6,7,8
Gilles Simon,Roger Federer,4,0,2,3,61,65,39,28,5,3,32,47,3,6,15,28,131,1,6,6,2,3,64,56,36,23,9,2,60,56,6,14,25,35,147,6,4,2,6,6
Jo-Wilfried Tsonga,Viktor Troicki,4,1,3,0,77,45,23,15,1,2,33,24,4,12,18,25,98,6,6,6,0,0,62,34,38,15,5,1,20,27,0,3,19,28,70,3,3,3,0,0
Kevin Anderson,David Ferrer,4,0,0,3,71,34,29,7,5,2,25,41,0,2,6,12,60,3,1,1,0,0,52,28,48,24,1,3,28,11,6,17,9,12,97,6,6,6,0,0
Tommy Robredo,Nicolas Almagro,4,1,3,2,63,73,37,31,8,2,42,39,7,20,23,27,169,6,3,6,6,6,63,71,37,31,7,1,69,67,6,13,19,30,165,7,6,4,4,4
Stanislas Wawrinka,Richard Gasquet,4,1,3,2,63,81,37,41,13,6,92,55,4,20,31,45,191,6,4,6,7,8,60,87,40,38,10,2,57,46,2,11,37,53,178,7,6,4,5,6
Rafael Nadal,Kei Nishikori,4,1,3,0,69,39,31,16,1,0,20,25,5,8,6,8,91,6,6,6,0,0,65,27,35,15,0,1,14,39,0,4,8,16,65,4,1,3,0,0
Tommy Haas,Mikhail Youzhny,4,1,3,0,61,31,39,14,2,3,25,18,8,15,12,15,82,6,6,6,0,0,63,16,37,12,0,3,17,32,2,6,13,21,54,1,1,3,0,0
Novak Djokovic,Philipp Kohlschreiber,4,1,3,1,74,71,26,23,2,2,38,42,4,8,13,31,134,4,6,6,6,0,55,48,45,28,4,3,48,48,2,13,17,24,123,6,3,4,4,0
Rafael Nadal,Stanislas Wawrinka,5,1,3,0,75,40,25,11,5,0,31,17,7,12,13,16,96,6,6,6,0,0,60,30,40,12,3,4,23,40,1,5,16,30,64,2,3,1,0,0
Novak Djokovic,Tommy Haas,5,1,3,0,64,41,36,22,11,0,46,25,5,12,22,27,116,6,7,7,0,0,60,48,40,21,4,5,19,34,2,2,2,17,84,3,6,5,0,0
David Ferrer,Jo-Wilfried Tsonga,6,1,3,0,60,35,40,23,3,1,24,21,6,17,17,22,107,6,7,6,0,0,58,37,42,17,6,3,31,56,2,5,7,16,84,1,6,2,0,0
Novak Djokovic,Rafael Nadal,6,0,2,3,67,76,33,30,5,2,54,75,5,9,32,50,158,4,6,1,7,7,64,73,36,35,6,3,61,44,8,16,15,26,177,6,3,6,6,9
Rafael Nadal,David Ferrer,7,1,3,0,70,43,30,11,5,2,35,25,8,16,13,17,100,6,6,6,0,0,62,31,38,8,1,5,22,35,3,12,10,14,72,3,2,3,0,0
Richard Gasquet,Michael Russell,1,1,3,0,63,45,37,16,7,7,0,0,5,16,18.0,25.0,106,6,6,6,0,0,59,37,41,17,6,4,0,0,1,3,30.0,40.0,83,3,4,2,0,0
Stephane Robert,Albano Olivetti,1,1,3,0,61,44,39,19,3,2,0,0,4,13,0,0,99,6,6,6,0,0,56,37,44,15,18,8,0,0,0,1,0,0,71,3,3,4,0,0
Jan-Lennard Struff,Guillaume Rufin,1,0,2,3,55,61,45,32,11,13,0,0,5,13,0,0,149,6,3,6,6.0,1.0,55,66,45,27,10,9,0,0,5,15,0,0,149,7,6,2,2.0,6.0
Aljaz Bedene,Dmitry Tursunov,1,0,1,3,52,41,48,19,13,8,0,0,2,9,0,0,97,5,6,3,0.0,0,55,52,45,27,16,3,0,0,6,9,0,0,121,7,4,6,6.0,0
Feliciano Lopez,Florent Serra,1,1,3,1,58,54,42,30,21,3,0,0,5,16,0,0,148,6,6,6,6.0,0,61,63,39,30,8,2,0,0,0,3,0,0,123,7,2,3,3.0,0
Kenny De Schepper,Bradley Klahn,1,0,1,3,59,68,41,37,20,11,0,0,1,1,30.0,42.0,133,7,2,6,6.0,0,71,72,29,26,6,1,0,0,3,11,30.0,48.0,151,6,6,7,7.0,0
Andrey Kuznetsov,Dudi Sela,1,0,2,3,53,59,47,44,8,8,0,0,10,18,0,0,183,6,3,7,7.0,4.0,59,65,41,38,2,7,0,0,11,26,0,0,187,7,6,6,5.0,6.0
Pablo Cuevas,Janko Tipsarevic,1,0,1,2,51,39,49,24,17,6,0,0,0,1,5.0,10.0,82,3,7,3,0,0,55,42,45,28,12,2,0,0,2,9,10.0,10.0,104,6,6,6,0,0
Roberto Bautista Agut,Thomaz Bellucci,1,1,3,0,75,44,25,12,1,1,0,0,6,10,0,0,87,6,6,6,0,0,57,28,43,10,7,2,0,0,1,4,0,0,65,3,2,2,0,0
Nick Kyrgios,David Ferrer,1,0,0,3,69,44,31,9,8,3,0,0,1,3,13.0,19.0,75,5,3,2,0,0,55,40,45,21,11,2,0,0,5,11,6.0,6.0,103,7,6,6,0,0
Tommy Robredo,Marinko Matosevic,1,1,3,1,54,49,46,30,9,3,0,0,9,16,9.0,14.0,138,6,6,6,6.0,0,59,44,41,27,7,3,0,0,3,9,34.0,53.0,119,3,7,3,2.0,0
Robin Haase,Frank Dancevic,1,0,1,3,58,65,42,34,19,4,0,0,3,15,0,0,149,6,6,5,6.0,0,64,68,36,34,14,3,0,0,3,4,0,0,154,7,3,7,7.0,0
Albert Ramos,Bernard Tomic,1,0,2,3,55,76,45,42,9,9,0,0,4,15,26.0,38.0,165,3,6,6,6.0,3.0,68,71,32,28,9,2,0,0,5,17,28.0,41.0,173,6,3,4,7.0,6.0
Daniel Evans,Kei Nishikori,1,1,3,0,48,35,52,25,8,4,0,0,6,9,16.0,24.0,102,6,6,6,0,0,54,30,46,15,3,8,0,0,2,9,10.0,18.0,80,4,4,2,0,0
Fernando Verdasco,Ivan Dodig,1,0,2,3,59,58,41,23,5,14,0,0,6,17,15.0,22.0,144,3,5,6,6.0,3.0,57,60,43,34,10,5,0,0,6,9,22.0,41.0,145,6,7,1,4.0,6.0
Rhyne Williams,Nikolay Davydenko,1,0,2,3,55,56,45,26,11,9,0,0,6,12,0,0,132,3,6,6,5.0,0.0,57,57,43,28,7,6,0,0,8,14,0,0,146,6,4,1,7.0,6.0
Benjamin Becker,Lukas Rosol,1,1,3,1,52,38,48,27,8,5,0,0,8,17,0,0,125,6,3,6,6.0,0,47,44,53,27,18,14,0,0,5,12,0,0,111,3,6,3,4.0,0
Lukasz Kubot,Jarkko Nieminen,1,0,0,3,38,28,62,27,5,14,0,0,4,8,0,0,86,5,5,2,0,0,59,38,41,19,6,3,0,0,7,11,0,0,111,7,7,6,0,0
Joao Sousa,Grigor Dimitrov,1,1,3,2,58,61,42,27,5,2,0,0,8,11,0,0,145,3,6,6,5.0,6.0,58,53,42,27,13,7,0,0,6,14,0,0,134,6,3,4,7.0,2.0
Tommy Haas,Paul-Henri Mathieu,1,1,3,0,59,38,41,15,14,5,0,0,6,8,5.0,5.0,89,6,6,6,0,0,56,29,44,16,7,8,0,0,1,3,8.0,20.0,63,4,4,1,0,0
Yen-Hsun Lu,Daniel Gimeno-Traver,1,1,3,0,67,49,33,19,4,4,0,0,3,9,0,0,116,6,7,6,0,0,56,45,44,22,14,4,0,0,1,2,0,0,90,4,6,3,0,0
Donald Young,Martin Klizan,1,1,3,0,74,39,26,10,3,7,0,0,8,13,9.0,15.0,86,6,6,6,0,0,47,10,53,10,4,5,0,0,0,9,8.0,20.0,45,1,0,1,0,0
Florian Mayer,Juan Monaco,1,1,3,0,65,34,35,15,5,1,0,0,5,8,0,0,77,6,6,3,0,0,63,20,37,11,1,5,0,0,0,3,0,0,51,4,2,0,0,0
Tobias Kamke,Steve Johnson,1,1,3,1,53,55,47,39,10,7,0,0,4,15,14.0,24.0,157,6,6,7,6.0,0,48,56,52,40,12,10,0,0,1,5,24.0,40.0,137,7,4,6,2.0,0
Sergiy Stakhovsky,Jeremy Chardy,1,0,2,3,53,62,47,33,7,9,0,0,3,14,0,0,156,4,6,2,6.0,4.0,56,64,44,40,8,7,0,0,6,11,0,0,170,6,4,6,4.0,6.0
Jiri Vesely,Denis Kudla,1,0,1,3,55,50,45,30,10,8,0,0,2,5,0,0,112,2,2,7,5.0,0,63,56,37,27,7,5,0,0,7,17,0,0,140,6,6,6,7.0,0
Paolo Lorenzi,Tomas Berdych,1,0,0,3,48,27,52,11,2,6,0,0,2,4,9.0,20.0,62,1,4,1,0,0,56,34,44,12,10,3,0,0,8,15,21.0,28.0,93,6,6,6,0,0
Pablo Andujar,Thiemo de Bakker,1,1,3,0,60,44,40,19,5,3,0,0,5,9,0,0,105,6,6,6,0,0,52,33,48,19,9,4,0,0,2,7,0,0,82,4,4,4,0,0
Thomas Fabbiano,Milos Raonic,1,0,0,3,66,46,34,17,0,7,0,0,1,5,13.0,15.0,87,3,6,3,0,0,63,51,37,19,28,4,0,0,3,12,12.0,20.0,116,6,7,6,0,0
Jerzy Janowicz,Maximo Gonzalez,1,0,0,3,58,40,42,17,3,11,0,0,2,10,16.0,25.0,92,4,4,2,0,0,65,45,35,13,9,4,0,0,6,16,12.0,20.0,111,6,6,6,0,0
Jack Sock,Philipp Petzschner,1,1,2,1,51,36,49,29,6,8,0,0,3,8,13.0,23.0,100,7,3,5,0,0,46,29,54,27,10,5,0,0,3,8,13.0,21.0,91,6,6,2,0,0
Roger Federer,Grega Zemlja,1,1,3,0,60,41,40,21,12,2,0,0,5,11,20.0,21.0,103,6,6,7,0,0,49,29,51,18,9,9,0,0,1,3,5.0,13.0,65,3,2,5,0,0
Guido Pella,Sam Querrey,1,0,1,3,56,54,44,31,6,9,0,0,1,7,19.0,28.0,117,6,6,1,2.0,0,58,60,42,26,24,4,0,0,4,18,16.0,24.0,145,7,4,6,6.0,0
John Isner,Filippo Volandri,1,1,3,0,73,42,27,11,16,3,0,0,6,7,12.0,17.0,87,6,6,6,0,0,56,18,44,10,1,5,0,0,0,2,5.0,10.0,45,0,2,3,0,0
Adrian Ungur,Gael Monfils,1,0,0,3,56,18,44,8,1,7,0,0,1,1,6.0,14.0,38,1,2,0,0,0,84,33,16,4,5,1,0,0,9,13,8.0,12.0,81,6,6,6,0,0
Albert Montanes,Edouard Roger-Vasselin,1,0,0,3,51,29,49,20,4,8,0,0,0,0,0,0,57,3,2,4,0,0,64,38,36,18,10,1,0,0,4,11,0,0,93,6,6,6,0,0
Collin Altamirano,Philipp Kohlschreiber,1,0,0,3,58,27,42,8,3,3,0,0,0,0,4.0,4.0,50,1,3,1,0,0,58,31,42,16,10,4,0,0,7,12,16.0,17.0,86,6,6,6,0,0
Rogerio Dutra Silva,Vasek Pospisil,1,1,3,2,58,64,42,39,3,3,0,0,6,16,0,0,178,4,3,7,6.0,7.0,48,66,52,46,21,15,0,0,7,18,0,0,176,6,6,6,2.0,6.0
Benoit Paire,Alex Bogomolov Jr.,1,0,2,3,51,72,49,40,29,11,0,0,6,23,36.0,49.0,191,5,6,4,7.0,6.0,64,82,36,33,2,6,0,0,5,12,21.0,42.0,181,7,2,6,5.0,7.0
Tim Smyczek,James Duckworth,1,1,3,1,66,47,34,21,4,2,0,0,7,17,24.0,36.0,134,3,6,6,6.0,0,55,47,45,26,8,5,0,0,3,7,22.0,39.0,114,6,2,4,1.0,0
David Goffin,Alexandr Dolgopolov,1,0,0,3,67,44,33,14,7,8,0,0,2,8,0,0,93,2,4,4,0,0,45,34,55,27,6,4,0,0,6,21,0,0,115,6,6,6,0,0
Nicolas Mahut,Mikhail Youzhny,1,0,0,3,63,50,37,22,6,5,0,0,1,3,0,0,94,4,4,6,0,0,64,50,36,20,8,3,0,0,3,11,0,0,115,6,6,7,0,0
Jurgen Melzer,Evgeny Donskoy,1,0,0,3,65,39,35,17,4,2,0,0,3,10,0,0,96,5,3,6,0,0,57,48,43,27,5,1,0,0,4,10,0,0,116,7,6,7,0,0
Igor Sijsling,Peter Gojowczyk,1,0,1,3,55,49,45,24,13,3,0,0,4,9,0,0,107,6,6,4,1.0,0,51,40,49,29,8,6,0,0,6,11,0,0,124,7,2,6,6.0,0
Lleyton Hewitt,Brian Baker,1,1,3,1,46,38,54,29,8,7,0,0,10,19,14.0,27.0,129,6,4,6,6.0,0,49,32,51,28,14,10,0,0,7,12,12.0,25.0,110,3,6,3,4.0,0
Guillermo Garcia-Lopez,Juan Martin Del Potro,1,0,1,3,48,57,52,45,13,3,0,0,1,4,22.0,32.0,133,3,7,4,6.0,0,62,62,38,31,13,4,0,0,4,13,26.0,29.0,163,6,6,6,7.0,0
Andy Murray,Michael Llodra,1,1,3,0,67,36,33,15,3,0,0,0,6,8,19.0,26.0,91,6,6,6,0,0,63,31,37,12,2,6,0,0,1,2,33.0,60.0,61,2,4,3,0,0
Victor Hanescu,Leonardo Mayer,1,0,1,3,67,72,33,29,5,1,0,0,3,13,0,0,156,6,4,6,6.0,0,57,60,43,37,8,8,0,0,3,14,0,0,157,7,6,3,7.0,0
Stanislas Wawrinka,Radek Stepanek,1,1,3,0,51,32,49,27,7,2,0,0,6,13,11.0,18.0,103,7,6,6.0,0,0,66,37,34,16,1,3,0,0,3,7,37.0,64.0,88,6,3,2.0,0,0
James Blake,Ivo Karlovic,1,0,2,3,64,82,36,36,9,6,0,0,4,11,35.0,46.0,170,7,6,4.0,6.0,6.0,63,90,37,29,38,8,0,0,3,11,48.0,81.0,167,6,3,6.0,7.0,7.0
Marcos Baghdatis,Go Soeda,1,1,3,0,60,34,40,20,16,3,0,0,5,10,5.0,8.0,89,6,6,6.0,0,0,54,30,46,15,0,5,0,0,0,1,10.0,15.0,63,4,3,1.0,0,0
Daniel Brands,Kevin Anderson,1,0,1,3,59,58,41,20,10,6,0,0,1,6,16.0,27.0,113,5,6,2.0,3.0,0,53,50,47,35,20,6,0,0,4,15,21.0,27.0,126,7,4,6.0,6.0,0
Richard Gasquet,Stephane Robert,1,1,3,0,58,50,42,22,8,6,0,0,6,12,14.0,23.0,112,6,7,7.0,0,0,53,35,47,19,8,5,0,0,3,10,20.0,29.0,97,3,5,5.0,0,0
Guillaume Rufin,Dmitry Tursunov,1,0,0,2,43,14,57,12,4,1,0,0,1,8,0,0,48,6,1,0,0,0,58,24,42,13,3,3,0,0,1,2,0,0,51,7,1,0,0,0
Feliciano Lopez,Bradley Klahn,1,1,3,1,52,59,48,38,23,10,0,0,4,9,19.0,29.0,141,6,7,4.0,7.0,0,71,69,29,18,17,3,0,0,3,9,24.0,39.0,140,4,6,6.0,5.0,0
Pablo Andujar,Milos Raonic,1,0,0,3,64,32,36,17,2,5,0,0,1,7,10.0,19.0,79,1,2,4.0,0,0,63,44,37,12,9,2,0,0,6,18,33.0,56.0,102,6,6,6.0,0,0
Andreas Haider-Maurer,Mikhail Kukushkin,1,0,0,3,60,45,40,17,7,5,0,0,0,5,0,0,91,4,4,5,0,0,57,42,43,29,7,0,0,0,3,3,0,0,105,6,6,7,0,0
Roberto Bautista Agut,David Ferrer,1,0,1,3,62,42,38,20,2,5,0,0,3,8,21.0,24.0,104,3,7,1,2.0,0,59,48,41,29,10,3,0,0,8,16,19.0,29.0,135,6,6,6,6.0,0
Roger Federer,Carlos Berlocq,1,1,3,0,52,27,48,22,6,2,0,0,7,13,28.0,40.0,94,6,6,6,0,0,84,36,16,2,1,2,0,0,1,3,7.0,17.0,58,3,2,1,0,0
Adrian Mannarino,Sam Querrey,1,1,3,1,55,68,45,41,13,3,0,0,2,6,28.0,45.0,157,7,7,6,6.0,0,58,77,42,34,25,7,0,0,1,8,15.0,24.0,150,6,6,7,4.0,0
Tommy Robredo,Frank Dancevic,1,1,3,0,64,39,36,12,9,3,0,0,7,11,9.0,15.0,92,6,6,6,0,0,65,34,35,10,4,3,0,0,2,10,23.0,43.0,65,4,4,1,0,0
Bernard Tomic,Daniel Evans,1,0,1,3,62,47,38,23,8,2,0,0,6,11,18.0,25.0,117,6,3,6,3.0,0,56,43,44,27,9,7,0,0,6,15,32.0,40.0,125,1,6,7,6.0,0
John Isner,Gael Monfils,1,1,3,1,70,71,30,21,23,2,0,0,3,9,37.0,63.0,130,7,6,4,7.0,0,83,74,17,11,7,3,0,0,1,7,9.0,16.0,120,5,2,6,6.0,0
Edouard Roger-Vasselin,Philipp Kohlschreiber,1,0,1,3,61,48,39,25,3,3,0,0,3,3,25.0,41.0,102,3,2,7,2.0,0,58,44,42,26,13,2,0,0,7,23,14.0,20.0,130,6,6,5,6.0,0
Novak Djokovic,Benjamin Becker,1,1,3,0,74,48,26,11,13,2,0,0,5,14,15.0,22.0,102,7,6,6,0,0,59,33,41,19,6,4,0,0,1,1,6.0,10.0,73,6,2,2,0,0
Jarkko Nieminen,Joao Sousa,1,0,2,3,64,65,36,25,9,9,0,0,5,12,0,0,138,6,3,6,3.0,4.0,63,66,37,23,6,3,0,0,4,11,0,0,145,1,6,3,6.0,6.0
